0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1	0.999985	-0.000118	0.218578	0.000118	0.999985	-0.165721	
2	1.000017	-0.000081	0.185533	0.000081	1.000017	-0.144171	
3	0.999987	-0.000046	0.198756	0.000046	0.999987	-0.093073	
4	1.000028	0.000004	0.010999	-0.000004	1.000028	-0.063258	
5	1.000020	-0.000005	0.024818	0.000005	1.000020	-0.084856	
6	1.000002	0.000018	0.074337	-0.000018	1.000002	-0.063297	
7	0.999992	0.000003	0.141561	-0.000003	0.999992	-0.065747	
8	0.999980	0.000019	0.153145	-0.000019	0.999980	-0.019897	
9	1.000034	0.000019	0.004251	-0.000019	1.000034	0.002504	
10	1.000068	0.000065	-0.444080	-0.000065	1.000068	0.054592	
11	1.000059	0.000071	-0.200378	-0.000071	1.000059	0.048080	
12	0.999934	0.000088	0.116201	-0.000088	0.999934	0.094246	
13	0.999931	0.000077	0.591689	-0.000077	0.999931	0.103128	
14	1.000002	-0.000000	0.432073	0.000000	1.000002	0.026789	
15	1.000012	-0.000020	0.018720	0.000020	1.000012	0.005373	
16	1.000029	-0.000004	-0.044291	0.000004	1.000029	-0.004793	
17	1.000008	0.000027	-0.221472	-0.000027	1.000008	0.008093	
18	1.000036	0.000001	-0.308193	-0.000001	1.000036	0.004043	
19	1.000017	0.000057	0.025256	-0.000057	1.000017	0.035781	
20	0.999947	0.000028	0.403693	-0.000028	0.999947	0.019639	
21	1.000040	-0.000002	0.161659	0.000002	1.000040	-0.024695	
22	0.999979	0.000083	0.221799	-0.000083	0.999979	0.034725	
23	1.000041	0.000017	0.209270	-0.000017	1.000041	-0.071068	
24	0.999970	-0.000034	0.294365	0.000034	0.999970	-0.095916	
25	1.000017	-0.000088	0.497552	0.000088	1.000017	-0.251164	
26	1.000012	-0.000031	0.280923	0.000031	1.000012	-0.094819	
27	1.000003	0.000034	0.308971	-0.000034	1.000003	0.021594	
28	1.000025	-0.000020	0.212850	0.000020	1.000025	-0.073991	
29	0.999989	-0.000002	0.239020	0.000002	0.999989	-0.047005	
30	1.000014	0.000025	0.062854	-0.000025	1.000014	-0.004587	
31	1.000066	0.000090	-0.050190	-0.000090	1.000066	0.002614	
32	1.000020	0.000029	-0.005969	-0.000029	1.000020	-0.001618	
33	0.999994	0.000013	0.009636	-0.000013	0.999994	0.006234	
34	0.999950	0.000012	0.137191	-0.000012	0.999950	0.026467	
35	1.000137	0.000013	-0.294661	-0.000013	1.000137	-0.006778	
36	1.000041	0.000054	-0.737448	-0.000054	1.000041	0.116610	
37	1.000011	0.000058	-0.455666	-0.000058	1.000011	0.066743	
38	1.000010	0.000200	-0.309254	-0.000200	1.000010	0.267537	
39	0.999877	0.000124	0.211246	-0.000124	0.999877	0.477036	
40	0.999930	0.000050	0.231150	-0.000050	0.999930	0.285779	
41	1.000011	0.000032	-0.020511	-0.000032	1.000011	0.055643	
42	1.000010	0.000060	-0.111444	-0.000060	1.000010	0.127303	
43	0.999939	0.000059	-0.139826	-0.000059	0.999939	0.195559	
44	1.000087	0.000011	-0.388554	-0.000011	1.000087	0.093734	
45	1.000006	0.000070	-0.345184	-0.000070	1.000006	0.081911	
46	0.999999	0.000051	-0.013193	-0.000051	0.999999	0.048015	
47	1.000028	0.000029	-0.024054	-0.000029	1.000028	0.025460	
48	0.999992	0.000075	0.010574	-0.000075	0.999992	0.064229	
49	0.999976	0.000146	0.319451	-0.000146	0.999976	0.052523	
50	0.999971	0.000093	0.269473	-0.000093	0.999971	0.048549	
51	1.000025	0.000041	0.248293	-0.000041	1.000025	-0.002321	
52	0.999993	0.000066	0.254884	-0.000066	0.999993	0.026821	
53	1.000021	-0.000017	0.086486	0.000017	1.000021	-0.076013	
54	1.000023	0.000015	-0.017217	-0.000015	1.000023	0.008990	
55	1.000045	-0.000037	-0.275731	0.000037	1.000045	-0.043338	
56	1.000053	-0.000005	-0.310433	0.000005	1.000053	-0.009022	
57	0.999980	-0.000060	-0.209921	0.000060	0.999980	-0.014635	
58	0.999962	0.000017	0.081169	-0.000017	0.999962	0.027923	
59	1.000033	-0.000021	-0.044936	0.000021	1.000033	-0.022188	
60	1.000034	-0.000015	-0.380631	0.000015	1.000034	0.052103	
61	0.999943	0.000039	-0.024300	-0.000039	0.999943	0.077202	
62	1.000051	-0.000044	-0.207623	0.000044	1.000051	-0.029932	
63	0.999995	0.000008	-0.248128	-0.000008	0.999995	0.052029	
64	0.999954	0.000004	-0.018820	-0.000004	0.999954	0.082021	
65	0.999922	-0.000004	0.351632	0.000004	0.999922	0.039367	
66	1.000051	0.000016	-0.352165	-0.000016	1.000051	0.069359	
67	1.000042	0.000021	-0.943532	-0.000021	1.000042	0.190411	
68	0.999975	0.000108	-0.441789	-0.000108	0.999975	0.117588	
