0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1	1.003199	0.000209	-0.522869	-0.000209	1.003199	0.651750	
2	1.005697	-0.000181	-0.648763	0.000181	1.005697	-1.138788	
3	1.003396	0.001464	-0.100155	-0.001464	1.003396	-1.640987	
4	1.005657	0.005632	-1.095020	-0.005632	1.005657	-0.402630	
5	1.006807	0.004936	-0.951249	-0.004936	1.006807	-4.356035	
6	1.002931	-0.001521	-3.458658	0.001521	1.002931	1.025925	
7	1.002767	-0.005417	-6.011051	0.005417	1.002767	6.274714	
8	1.003879	0.002385	-2.553988	-0.002385	1.003879	-1.535974	
9	1.007913	0.005323	-4.421778	-0.005323	1.007913	-5.438904	
10	1.004267	-0.001125	-7.072845	0.001125	1.004267	0.966054	
11	1.004187	-0.004569	-4.425413	0.004569	1.004187	-2.057792	
12	1.007455	-0.006867	-5.009664	0.006867	1.007455	-6.585366	
13	1.004081	0.004481	0.573937	-0.004481	1.004081	-1.432005	
14	1.004291	0.007111	-1.445216	-0.007111	1.004291	5.523221	
15	1.005445	0.003775	-1.932455	-0.003775	1.005445	-0.339621	
16	1.004561	-0.001789	-2.107946	0.001789	1.004561	-1.046436	
17	1.005304	-0.004095	-1.687229	0.004095	1.005304	1.993297	
18	1.004315	0.004380	0.757600	-0.004380	1.004315	-0.163391	
19	1.008259	0.002984	1.591060	-0.002984	1.008259	-2.854410	
20	1.004797	0.000294	1.217445	-0.000294	1.004797	-1.425733	
21	1.006276	-0.002102	3.583431	0.002102	1.006276	-1.967946	
22	1.006436	0.000978	4.217203	-0.000978	1.006436	-1.344638	
23	1.003668	0.001015	4.154991	-0.001015	1.003668	1.937129	
24	1.004091	0.002406	4.211932	-0.002406	1.004091	3.146026	
25	1.004584	0.007583	5.753445	-0.007583	1.004584	1.685015	
26	1.002918	0.007400	3.746744	-0.007400	1.002918	4.685180	
27	1.005759	0.004840	2.759339	-0.004840	1.005759	-2.658636	
28	1.003717	0.000922	2.003812	-0.000922	1.003717	-0.102808	
29	1.003916	-0.003758	2.153348	0.003758	1.003916	3.162680	
30	1.004279	0.000003	1.816949	-0.000003	1.004279	-4.008038	
31	1.005542	0.006325	2.691226	-0.006325	1.005542	-0.412324	
32	1.003603	0.002616	2.819907	-0.002616	1.003603	0.746885	
33	1.003624	0.001262	1.042118	-0.001262	1.003624	4.588310	
34	1.003813	-0.002179	2.370992	0.002179	1.003813	-1.158613	
35	1.006193	-0.001888	5.007116	0.001888	1.006193	-3.038211	
36	1.002968	0.001822	4.986861	-0.001822	1.002968	2.585915	
37	1.007475	0.000326	10.289164	-0.000326	1.007475	-5.720130	
38	1.003641	-0.001268	4.187395	0.001268	1.003641	-1.300805	
39	1.004843	0.000546	11.071311	-0.000546	1.004843	1.517527	
40	1.006421	0.013026	12.757190	-0.013026	1.006421	1.284524	
