0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1	1.000550	0.000330	-0.225554	-0.000330	1.000550	-0.235352	
2	1.000245	0.000590	-0.174141	-0.000590	1.000245	0.273420	
3	1.000286	0.000310	-0.042936	-0.000310	1.000286	-0.055837	
4	1.000318	0.000385	-0.261527	-0.000385	1.000318	-0.105015	
5	1.000236	0.000142	0.088704	-0.000142	1.000236	-0.092238	
6	1.000243	0.000278	-0.194073	-0.000278	1.000243	-0.107201	
7	1.000076	0.000056	0.253082	-0.000056	1.000076	-0.198726	
8	1.000030	0.000155	-0.185788	-0.000155	1.000030	-0.176261	
9	1.000055	-0.000068	0.407237	0.000068	1.000055	-0.213556	
10	1.000136	0.000102	-0.154110	-0.000102	1.000136	-0.096323	
11	0.999791	-0.000067	0.402100	0.000067	0.999791	-0.242880	
12	0.999952	0.000193	0.008667	-0.000193	0.999952	0.075694	
13	1.000018	0.000148	0.344038	-0.000148	1.000018	0.008955	
14	0.999859	0.000170	0.014458	-0.000170	0.999859	0.165222	
15	0.999884	0.000342	0.325113	-0.000342	0.999884	-0.005188	
16	0.999898	0.000239	0.060871	-0.000239	0.999898	0.228582	
17	0.999711	0.000292	0.388936	-0.000292	0.999711	0.045182	
18	0.999888	0.000316	-0.008001	-0.000316	0.999888	0.262470	
19	0.999965	0.000436	0.348621	-0.000436	0.999965	0.038555	
20	1.000161	0.000474	-0.079065	-0.000474	1.000161	0.286892	
21	1.000273	0.000556	0.112331	-0.000556	1.000273	0.053249	
22	1.000246	0.000295	0.097125	-0.000295	1.000246	0.052749	
23	1.000290	0.000228	0.040498	-0.000228	1.000290	-0.105210	
24	1.000573	0.000209	-0.028681	-0.000209	1.000573	-0.068521	
25	1.000420	0.000202	0.063721	-0.000202	1.000420	0.066598	
26	1.000513	0.000047	0.053742	-0.000047	1.000513	-0.244913	
27	1.000650	0.000237	-0.209835	-0.000237	1.000650	-0.094778	
28	1.000313	0.000084	0.141110	-0.000084	1.000313	-0.134994	
29	1.000596	0.000255	-0.166197	-0.000255	1.000596	-0.005885	
30	1.000100	0.000059	0.328094	-0.000059	1.000100	0.101507	
31	1.000089	0.000259	-0.125284	-0.000259	1.000089	0.235833	
32	1.000625	0.000225	0.101829	-0.000225	1.000625	-0.102866	
33	1.000358	0.000342	-0.117921	-0.000342	1.000358	0.058789	
34	1.000600	0.000018	0.217383	-0.000018	1.000600	-0.166665	
35	1.000356	0.000079	-0.175989	-0.000079	1.000356	0.053890	
36	1.000068	-0.000024	0.463796	0.000024	1.000068	-0.260081	
37	1.000383	-0.000117	0.026555	0.000117	1.000383	-0.281398	
38	1.000216	-0.000142	0.298583	0.000142	1.000216	-0.172805	
39	1.000668	0.000401	-0.314794	-0.000401	1.000668	-0.105001	
40	1.000485	-0.000054	0.171325	0.000054	1.000485	-0.320722	
41	1.001026	0.000555	-0.437386	-0.000555	1.001026	-0.009973	
42	1.001021	0.000041	-0.038086	-0.000041	1.001021	-0.305301	
43	1.000159	0.000173	-0.065722	-0.000173	1.000159	0.170958	
44	1.000226	0.000141	0.172641	-0.000141	1.000226	-0.091456	
45	1.000208	0.000048	0.012170	-0.000048	1.000208	0.284481	
46	1.000356	-0.000043	0.138922	0.000043	1.000356	-0.127060	
47	1.001165	-0.000113	-0.117930	0.000113	1.001165	-0.331334	
48	1.000381	0.000046	0.029185	-0.000046	1.000381	-0.072706	
49	1.001003	-0.000061	-0.189612	0.000061	1.001003	-0.347062	
50	1.000391	0.000084	0.003446	-0.000084	1.000391	-0.013822	
51	1.000221	-0.000043	0.006452	0.000043	1.000221	-0.194704	
52	1.000245	0.000191	0.048195	-0.000191	1.000245	-0.171027	
53	1.000680	0.000235	-0.216942	-0.000235	1.000680	-0.148684	
54	1.000263	0.000265	0.023724	-0.000265	1.000263	0.062249	
55	1.000237	0.000017	0.076331	-0.000017	1.000237	-0.049219	
56	1.000240	0.000167	-0.112176	-0.000167	1.000240	0.079834	
57	1.000407	0.000287	-0.020764	-0.000287	1.000407	0.108530	
58	1.000501	0.000023	-0.081096	-0.000023	1.000501	0.098725	
59	1.000363	-0.000041	0.094229	0.000041	1.000363	-0.017718	
60	1.000492	-0.000071	-0.171241	0.000071	1.000492	0.007104	
61	1.000373	-0.000026	0.061425	0.000026	1.000373	-0.100099	
62	1.000305	0.000032	0.116790	-0.000032	1.000305	0.027716	
63	1.000430	0.000093	0.113905	-0.000093	1.000430	-0.148488	
